"","scientific_name","order_name","family_name","genus_name","category","Aquaculture","Climate_Change","Conflict","Crops","Dams_Water","Fire","Fishing","Geo_Event","Hunting","Inv_Disease","Livestock","Logging","Other_Develop","Plantations","Pollution","Rec_Work","Mass.g","functional_group","accepted_spp_name","combined_fn_group","combined_body_mass","phyl_eltonian_ftn_gp"
"861","Dolichotis salinicola","RODENTIA","CAVIIDAE","Dolichotis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,"Herbivore_terrestrial","Dolichotis salinicola","Herbivore_terrestrial",1600,"Herbivore"
"862","Dorcatragus megalotis","ARTIODACTYLA","BOVIDAE","Dorcatragus","VU",0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,10249.9,"Herbivore_terrestrial","Dorcatragus megalotis","Herbivore_terrestrial",10249.9,"Herbivore"
"863","Dorcopsis atrata","DIPROTODONTIA","MACROPODIDAE","Dorcopsis","CR",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5916.5,"Herbivore_terrestrial","Dorcopsis atrata","Herbivore_terrestrial",5916.5,"Herbivore"
"864","Dorcopsis hageni","DIPROTODONTIA","MACROPODIDAE","Dorcopsis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,"Herbivore_terrestrial","Dorcopsis hageni","Herbivore_terrestrial",5500,"Herbivore"
"865","Dorcopsis luctuosa","DIPROTODONTIA","MACROPODIDAE","Dorcopsis","VU",0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,6352,"Herbivore_terrestrial","Dorcopsis luctuosa","Herbivore_terrestrial",6352,"Herbivore"
"866","Dorcopsis muelleri","DIPROTODONTIA","MACROPODIDAE","Dorcopsis","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,"Herbivore_terrestrial","Dorcopsis muelleri","Herbivore_terrestrial",5500,"Herbivore"
"867","Dorcopsulus macleayi","DIPROTODONTIA","MACROPODIDAE","Dorcopsulus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2988,"Herbivore_terrestrial","Dorcopsulus macleayi","Herbivore_terrestrial",2988,"Herbivore"
"868","Dorcopsulus vanheurni","DIPROTODONTIA","MACROPODIDAE","Dorcopsulus","NT",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1785.8,"Herbivore_terrestrial","Dorcopsulus vanheurni","Herbivore_terrestrial",1785.8,"Herbivore"
"869","Dremomys everetti","RODENTIA","SCIURIDAE","Dremomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.5,"Herbivore_terrestrial","Dremomys everetti","Herbivore_terrestrial",147.5,"FruitNectSeed"
"870","Dremomys lokriah","RODENTIA","SCIURIDAE","Dremomys","LC",0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,227,"Herbivore_terrestrial","Dremomys lokriah","Herbivore_terrestrial",227,"FruitNectSeed"
"871","Dremomys pernyi","RODENTIA","SCIURIDAE","Dremomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.6,"Herbivore_terrestrial","Dremomys pernyi","Herbivore_terrestrial",198.6,"FruitNectSeed"
"872","Dremomys pyrrhomerus","RODENTIA","SCIURIDAE","Dremomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,"Herbivore_terrestrial","Dremomys pyrrhomerus","Herbivore_terrestrial",245,"FruitNectSeed"
"873","Dremomys rufigenis","RODENTIA","SCIURIDAE","Dremomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,"Herbivore_terrestrial","Dremomys rufigenis","Herbivore_terrestrial",200,"FruitNectSeed"
"874","Dromiciops gliroides","MICROBIOTHERIA","MICROBIOTHERIIDAE","Dromiciops","NT",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,22.3,"Invertivore","Dromiciops gliroides","Invertivore",22.3,"Invertivore"
"875","Dryomys nitedula","RODENTIA","GLIRIDAE","Dryomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9,"Herbivore_terrestrial","Dryomys nitedula","Herbivore_terrestrial",28.9,"FruitNectSeed"
"876","Dryomys laniger","RODENTIA","GLIRIDAE","Dryomys","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,"Herbivore_terrestrial","Dryomys laniger","Herbivore_terrestrial",22.2,"FruitNectSeed"
"877","Chaetocauda sichuanensis","RODENTIA","GLIRIDAE","Chaetocauda","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3,"Herbivore_terrestrial","Chaetocauda sichuanensis","Herbivore_terrestrial",30.3,"FruitNectSeed"
"878","Atelocynus microtis","CARNIVORA","CANIDAE","Atelocynus","NT",0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,7750,"Vertivore","Atelocynus microtis","Vertivore",7750,"Vertivore"
"879","Lycalopex sechurae","CARNIVORA","CANIDAE","Lycalopex","NT",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4000,"Vertivore","Lycalopex sechurae","Vertivore",4000,"Vertivore"
"880","Lycalopex vetulus","CARNIVORA","CANIDAE","Lycalopex","NT",0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,5350,"Vertivore","Lycalopex vetulus","Vertivore",5350,"Vertivore"
"881","Lycalopex griseus","CARNIVORA","CANIDAE","Lycalopex","LC",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8280,"Vertivore","Lycalopex griseus","Vertivore",8280,"Vertivore"
"882","Lycalopex gymnocercus","CARNIVORA","CANIDAE","Lycalopex","LC",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4690,"Omnivore","Lycalopex gymnocercus","Omnivore",4690,"Omnivore"
"883","Lycalopex culpaeus","CARNIVORA","CANIDAE","Lycalopex","LC",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9832.4,"Vertivore","Lycalopex culpaeus","Vertivore",9832.4,"Vertivore"
"884","Dyacopterus spadiceus","CHIROPTERA","PTEROPODIDAE","Dyacopterus","NT",0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,NA,NA,NA,"Herbivore_terrestrial",86.35,"FruitNectSeed"
"885","Phyllomys blainvillii","RODENTIA","ECHIMYIDAE","Phyllomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,243.3,"Herbivore_terrestrial","Phyllomys blainvillii","Herbivore_terrestrial",243.3,"FruitNectSeed"
"886","Phyllomys brasiliensis","RODENTIA","ECHIMYIDAE","Phyllomys","EN",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,298.6,"Herbivore_terrestrial","Phyllomys brasiliensis","Herbivore_terrestrial",298.6,"FruitNectSeed"
"887","Echimys chrysurus","RODENTIA","ECHIMYIDAE","Echimys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652.5,"Herbivore_terrestrial","Echimys chrysurus","Herbivore_terrestrial",652.5,"FruitNectSeed"
"888","Phyllomys dasythrix","RODENTIA","ECHIMYIDAE","Phyllomys","LC",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,260,"Herbivore_terrestrial","Phyllomys dasythrix","Herbivore_terrestrial",260,"FruitNectSeed"
"889","Toromys grandis","RODENTIA","ECHIMYIDAE","Toromys","LC",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,584,"Herbivore_terrestrial","Toromys grandis","Herbivore_terrestrial",584,"Omnivore"
"890","Phyllomys lamarum","RODENTIA","ECHIMYIDAE","Phyllomys","DD",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,215.2,"Herbivore_terrestrial","Phyllomys lamarum","Herbivore_terrestrial",215.2,"FruitNectSeed"
"891","Makalata macrura","RODENTIA","ECHIMYIDAE","Makalata","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,"Herbivore_terrestrial","Makalata macrura","Herbivore_terrestrial",439,"FruitNectSeed"
"892","Phyllomys nigrispinus","RODENTIA","ECHIMYIDAE","Phyllomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,224.3,"Herbivore_terrestrial","Phyllomys nigrispinus","Herbivore_terrestrial",224.3,"FruitNectSeed"
"893","Callistomys pictus","RODENTIA","ECHIMYIDAE","Callistomys","EN",0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,519,"Herbivore_terrestrial","Callistomys pictus","Herbivore_terrestrial",519,"FruitNectSeed"
"894","Echimys saturnus","RODENTIA","ECHIMYIDAE","Echimys","DD",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,626.9,"Herbivore_terrestrial","Echimys saturnus","Herbivore_terrestrial",626.9,"FruitNectSeed"
"895","Phyllomys thomasi","RODENTIA","ECHIMYIDAE","Phyllomys","EN",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,560.2,"Herbivore_terrestrial","Phyllomys thomasi","Herbivore_terrestrial",560.2,"FruitNectSeed"
"896","Phyllomys unicolor","RODENTIA","ECHIMYIDAE","Phyllomys","CR",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,439,"Herbivore_terrestrial","Phyllomys unicolor","Herbivore_terrestrial",439,"FruitNectSeed"
"897","Coendou rufescens","RODENTIA","ERETHIZONTIDAE","Coendou","LC",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,831.8,"Herbivore_terrestrial","Coendou rufescens","Herbivore_terrestrial",831.8,"Omnivore"
"898","Echiothrix leucura","RODENTIA","MURIDAE","Echiothrix","EN",0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,267.3,"Invertivore","Echiothrix leucura","Invertivore",267.3,"Invertivore"
"899","Echymipera clara","PERAMELEMORPHIA","PERAMELIDAE","Echymipera","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236.5,"Invertivore","Echymipera clara","Invertivore",1236.5,"Invertivore"
"900","Echymipera echinista","PERAMELEMORPHIA","PERAMELIDAE","Echymipera","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Invertivore","Echymipera echinista","Invertivore",1000,"Invertivore"
"901","Echymipera davidi","PERAMELEMORPHIA","PERAMELIDAE","Echymipera","EN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,"Invertivore","Echymipera davidi","Invertivore",950,"Invertivore"
"902","Echymipera kalubu","PERAMELEMORPHIA","PERAMELIDAE","Echymipera","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782.2,"Invertivore","Echymipera kalubu","Invertivore",782.2,"Invertivore"
"903","Echymipera rufescens","PERAMELEMORPHIA","PERAMELIDAE","Echymipera","LC",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1100,"Invertivore","Echymipera rufescens","Invertivore",1100,"Invertivore"
"904","Ectophylla alba","CHIROPTERA","PHYLLOSTOMIDAE","Ectophylla","NT",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.8,"Herbivore_terrestrial","Ectophylla alba","Herbivore_terrestrial",5.8,"FruitNectSeed"
"905","Eidolon dupreanum","CHIROPTERA","PTEROPODIDAE","Eidolon","VU",0,0,0,2,0,0,0,0,3,0,0,2,0,2,0,2,283.8,"Herbivore_terrestrial","Eidolon dupreanum","Herbivore_terrestrial",283.8,"FruitNectSeed"
"906","Eidolon helvum","CHIROPTERA","PTEROPODIDAE","Eidolon","NT",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,253.3,"Herbivore_terrestrial","Eidolon helvum","Herbivore_terrestrial",253.3,"FruitNectSeed"
"907","Elaphodus cephalophus","ARTIODACTYLA","CERVIDAE","Elaphodus","NT",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33500,"Herbivore_terrestrial","Elaphodus cephalophus","Herbivore_terrestrial",33500,"Herbivore"
"908","Elephantulus edwardii","MACROSCELIDEA","MACROSCELIDIDAE","Elephantulus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,"Invertivore","Elephantulus edwardii","Invertivore",48,"Invertivore"
"909","Elephantulus revoilii","MACROSCELIDEA","MACROSCELIDIDAE","Elephantulus","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,"Invertivore","Elephantulus revoilii","Invertivore",32.5,"Invertivore"
"910","Elephantulus rupestris","MACROSCELIDEA","MACROSCELIDIDAE","Elephantulus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.4,"Invertivore","Elephantulus rupestris","Invertivore",66.4,"Invertivore"
"911","Elephas maximus","PROBOSCIDEA","ELEPHANTIDAE","Elephas","EN",0,2,0,2,2,2,0,0,3,3,2,2,3,2,0,0,3160000,"Herbivore_terrestrial","Elephas maximus","Herbivore_terrestrial",3160000,"Herbivore"
"912","Eligmodontia moreni","RODENTIA","CRICETIDAE","Eligmodontia","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"Herbivore_terrestrial","Eligmodontia moreni","Herbivore_terrestrial",18,"FruitNectSeed"
"913","Eligmodontia morgani","RODENTIA","CRICETIDAE","Eligmodontia","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,"Herbivore_terrestrial","Eligmodontia morgani","Herbivore_terrestrial",16.5,"FruitNectSeed"
"914","Eligmodontia puerulus","RODENTIA","CRICETIDAE","Eligmodontia","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,"Herbivore_terrestrial","Eligmodontia puerulus","Herbivore_terrestrial",28.5,"FruitNectSeed"
"915","Eliomys quercinus","RODENTIA","GLIRIDAE","Eliomys","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,"Herbivore_terrestrial","Eliomys quercinus","Herbivore_terrestrial",115,"Omnivore"
"916","Eliomys melanurus","RODENTIA","GLIRIDAE","Eliomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.8,"Herbivore_terrestrial","Eliomys melanurus","Herbivore_terrestrial",51.8,"Omnivore"
"917","Eliurus minor","RODENTIA","NESOMYIDAE","Eliurus","LC",0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,35,"Herbivore_terrestrial","Eliurus minor","Herbivore_terrestrial",35,"FruitNectSeed"
"918","Eliurus majori","RODENTIA","NESOMYIDAE","Eliurus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"Herbivore_terrestrial","Eliurus majori","Herbivore_terrestrial",100,"FruitNectSeed"
"919","Eliurus myoxinus","RODENTIA","NESOMYIDAE","Eliurus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,"Herbivore_terrestrial","Eliurus myoxinus","Herbivore_terrestrial",62.5,"FruitNectSeed"
"920","Eliurus penicillatus","RODENTIA","NESOMYIDAE","Eliurus","EN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"Herbivore_terrestrial","Eliurus penicillatus","Herbivore_terrestrial",100,"FruitNectSeed"
"921","Eliurus tanala","RODENTIA","NESOMYIDAE","Eliurus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.5,"Herbivore_terrestrial","Eliurus tanala","Herbivore_terrestrial",82.5,"FruitNectSeed"
"922","Eliurus webbi","RODENTIA","NESOMYIDAE","Eliurus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,"Herbivore_terrestrial","Eliurus webbi","Herbivore_terrestrial",72.5,"FruitNectSeed"
"923","Ellobius alaicus","RODENTIA","CRICETIDAE","Ellobius","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.3,"Herbivore_terrestrial","Ellobius alaicus","Herbivore_terrestrial",66.3,"Herbivore"
"924","Ellobius fuscocapillus","RODENTIA","CRICETIDAE","Ellobius","LC",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,80,"Herbivore_terrestrial","Ellobius fuscocapillus","Herbivore_terrestrial",80,"Herbivore"
"925","Ellobius lutescens","RODENTIA","CRICETIDAE","Ellobius","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.3,"Herbivore_terrestrial","Ellobius lutescens","Herbivore_terrestrial",117.3,"Herbivore"
"926","Ellobius talpinus","RODENTIA","CRICETIDAE","Ellobius","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,"Herbivore_terrestrial","Ellobius talpinus","Herbivore_terrestrial",40,"Herbivore"
"927","Ellobius tancrei","RODENTIA","CRICETIDAE","Ellobius","LC",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.6,"Herbivore_terrestrial","Ellobius tancrei","Herbivore_terrestrial",64.6,"Herbivore"
"928","Emballonura furax","CHIROPTERA","EMBALLONURIDAE","Emballonura","LC",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11.2,"Invertivore","Emballonura furax","Invertivore",11.2,"Invertivore"
"929","Emballonura raffrayana","CHIROPTERA","EMBALLONURIDAE","Emballonura","LC",0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,5.6,"Invertivore","Emballonura raffrayana","Invertivore",5.6,"Invertivore"
"930","Emballonura semicaudata","CHIROPTERA","EMBALLONURIDAE","Emballonura","EN",0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,6.3,"Invertivore","Emballonura semicaudata","Invertivore",6.3,"Invertivore"
"931","Emballonura alecto","CHIROPTERA","EMBALLONURIDAE","Emballonura","LC",0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,5.3,"Invertivore","Emballonura alecto","Invertivore",5.3,"Invertivore"
"932","Paremballonura atrata","CHIROPTERA","EMBALLONURIDAE","Paremballonura","LC",0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,4.3,"Invertivore","Paremballonura atrata","Invertivore",4.3,"Invertivore"
"933","Emballonura beccarii","CHIROPTERA","EMBALLONURIDAE","Emballonura","LC",0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,4.2,"Invertivore","Emballonura beccarii","Invertivore",4.2,"Invertivore"
"934","Emballonura dianae","CHIROPTERA","EMBALLONURIDAE","Emballonura","LC",0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,8,"Invertivore","Emballonura dianae","Invertivore",8,"Invertivore"
"935","Emballonura monticola","CHIROPTERA","EMBALLONURIDAE","Emballonura","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,"Invertivore","Emballonura monticola","Invertivore",5.7,"Invertivore"
"936","Enhydra lutris","CARNIVORA","MUSTELIDAE","Enhydra","EN",0,1,0,0,0,0,3,0,3,2,0,0,0,0,3,2,23500,"Aquatic_predator","Enhydra lutris","Aquatic_predator",23500,"Aquatic_predator"
"937","Eoglaucomys fimbriatus","RODENTIA","SCIURIDAE","Eoglaucomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,"Herbivore_terrestrial","Eoglaucomys fimbriatus","Herbivore_terrestrial",712,"Herbivore"
"938","Eolagurus luteus","RODENTIA","CRICETIDAE","Eolagurus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,"Herbivore_terrestrial","Eolagurus luteus","Herbivore_terrestrial",26,"Herbivore"
"939","Eolagurus przewalskii","RODENTIA","CRICETIDAE","Eolagurus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"Herbivore_terrestrial","Eolagurus przewalskii","Herbivore_terrestrial",16,"Herbivore"
"940","Eonycteris major","CHIROPTERA","PTEROPODIDAE","Eonycteris","NT",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72.8,"Herbivore_terrestrial","Eonycteris major","Herbivore_terrestrial",72.8,"FruitNectSeed"
"941","Eonycteris spelaea","CHIROPTERA","PTEROPODIDAE","Eonycteris","LC",0,0,0,2,0,0,0,0,2,0,0,0,2,2,0,2,58.1,"Herbivore_terrestrial","Eonycteris spelaea","Herbivore_terrestrial",58.1,"FruitNectSeed"
"942","Eothenomys chinensis","RODENTIA","CRICETIDAE","Eothenomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.3,"Herbivore_terrestrial","Eothenomys chinensis","Herbivore_terrestrial",45.3,"Herbivore"
"943","Eothenomys custos","RODENTIA","CRICETIDAE","Eothenomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8,"Herbivore_terrestrial","Eothenomys custos","Herbivore_terrestrial",30.8,"Herbivore"
"944","Caryomys eva","RODENTIA","CRICETIDAE","Caryomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,"Herbivore_terrestrial","Caryomys eva","Herbivore_terrestrial",26.7,"Herbivore"
"945","Caryomys inez","RODENTIA","CRICETIDAE","Caryomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,"Herbivore_terrestrial","Caryomys inez","Herbivore_terrestrial",26.7,"Herbivore"
"946","Eothenomys melanogaster","RODENTIA","CRICETIDAE","Eothenomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,"Herbivore_terrestrial","Eothenomys melanogaster","Herbivore_terrestrial",27,"Herbivore"
"947","Eothenomys olitor","RODENTIA","CRICETIDAE","Eothenomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,"Herbivore_terrestrial","Eothenomys olitor","Herbivore_terrestrial",22,"Herbivore"
"948","Eothenomys proditor","RODENTIA","CRICETIDAE","Eothenomys","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,"Herbivore_terrestrial","Eothenomys proditor","Herbivore_terrestrial",42.5,"Herbivore"
"949","Craseomys regulus","RODENTIA","CRICETIDAE","Craseomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.6,"Herbivore_terrestrial","Craseomys regulus","Herbivore_terrestrial",38.6,"Omnivore"
"950","Craseomys shanseius","RODENTIA","CRICETIDAE","Craseomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,"Herbivore_terrestrial","Craseomys shanseius","Herbivore_terrestrial",31.8,"Omnivore"
"951","Eozapus setchuanus","RODENTIA","DIPODIDAE","Eozapus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6,"Herbivore_terrestrial","Eozapus setchuanus","Herbivore_terrestrial",32.6,"FruitNectSeed"
"952","Epixerus ebii","RODENTIA","SCIURIDAE","Epixerus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,"Herbivore_terrestrial","Epixerus ebii","Herbivore_terrestrial",592,"FruitNectSeed"
"953","Epomophorus angolensis","CHIROPTERA","PTEROPODIDAE","Epomophorus","NT",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,131.7,"Herbivore_terrestrial","Epomophorus angolensis","Herbivore_terrestrial",131.7,"FruitNectSeed"
"954","Epomophorus grandis","CHIROPTERA","PTEROPODIDAE","Epomophorus","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6,"Herbivore_terrestrial","Epomophorus grandis","Herbivore_terrestrial",48.6,"FruitNectSeed"
"955","Epomophorus gambianus","CHIROPTERA","PTEROPODIDAE","Epomophorus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.9,"Herbivore_terrestrial","Epomophorus gambianus","Herbivore_terrestrial",128.9,"FruitNectSeed"
"956","Epomophorus minimus","CHIROPTERA","PTEROPODIDAE","Epomophorus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,"Herbivore_terrestrial","Epomophorus minimus","Herbivore_terrestrial",44,"FruitNectSeed"
"957","Epomophorus wahlbergi","CHIROPTERA","PTEROPODIDAE","Epomophorus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.6,"Herbivore_terrestrial","Epomophorus wahlbergi","Herbivore_terrestrial",91.6,"FruitNectSeed"
"958","Epomops buettikoferi","CHIROPTERA","PTEROPODIDAE","Epomops","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.8,"Herbivore_terrestrial","Epomops buettikoferi","Herbivore_terrestrial",133.8,"FruitNectSeed"
"959","Epomophorus dobsonii","CHIROPTERA","PTEROPODIDAE","Epomophorus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,"Herbivore_terrestrial","Epomophorus dobsonii","Herbivore_terrestrial",120,"Omnivore"
"960","Epomops franqueti","CHIROPTERA","PTEROPODIDAE","Epomops","LC",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,118.9,"Herbivore_terrestrial","Epomops franqueti","Herbivore_terrestrial",118.9,"FruitNectSeed"
"961","Eptesicus nilssonii","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,"Invertivore","Eptesicus nilssonii","Invertivore",10.4,"Invertivore"
"962","Eptesicus andinus","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,"Invertivore","Eptesicus andinus","Invertivore",9.3,"Invertivore"
"963","Vespadelus baverstocki","CHIROPTERA","VESPERTILIONIDAE","Vespadelus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"Invertivore","Vespadelus baverstocki","Invertivore",5,"Invertivore"
"964","Eptesicus bobrinskoi","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,"Invertivore","Eptesicus bobrinskoi","Invertivore",7.6,"Invertivore"
"965","Eptesicus brasiliensis","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,"Invertivore","Eptesicus brasiliensis","Invertivore",9.5,"Invertivore"
"966","Vespadelus caurinus","CHIROPTERA","VESPERTILIONIDAE","Vespadelus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Invertivore","Vespadelus caurinus","Invertivore",4,"Invertivore"
"967","Vespadelus darlingtoni","CHIROPTERA","VESPERTILIONIDAE","Vespadelus","LC",0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,6,"Invertivore","Vespadelus darlingtoni","Invertivore",6,"Invertivore"
"968","Eptesicus dimissus","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"Invertivore","Eptesicus dimissus","Invertivore",15,"Invertivore"
"969","Eptesicus diminutus","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"Invertivore","Eptesicus diminutus","Invertivore",6,"Invertivore"
"970","Vespadelus douglasorum","CHIROPTERA","VESPERTILIONIDAE","Vespadelus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"Invertivore","Vespadelus douglasorum","Invertivore",5,"Invertivore"
"971","Vespadelus finlaysoni","CHIROPTERA","VESPERTILIONIDAE","Vespadelus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,"Invertivore","Vespadelus finlaysoni","Invertivore",5,"Invertivore"
"972","Eptesicus floweri","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,"Invertivore","Eptesicus floweri","Invertivore",6.7,"Invertivore"
"973","Eptesicus furinalis","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,"Invertivore","Eptesicus furinalis","Invertivore",7.7,"Invertivore"
