"","scientific_name","order_name","family_name","genus_name","category","Aquaculture","Climate_Change","Conflict","Crops","Dams_Water","Fire","Fishing","Geo_Event","Hunting","Inv_Disease","Livestock","Logging","Other_Develop","Plantations","Pollution","Rec_Work","Mass.g","functional_group","accepted_spp_name","combined_fn_group","combined_body_mass","phyl_eltonian_ftn_gp"
"748","Dactylonax palpator","DIPROTODONTIA","PETAURIDAE","Dactylonax","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,"Invertivore","Dactylonax palpator","Invertivore",398,"Invertivore"
"749","Dactylopsila trivirgata","DIPROTODONTIA","PETAURIDAE","Dactylopsila","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.5,"Invertivore","Dactylopsila trivirgata","Invertivore",413.5,"Invertivore"
"750","Dama mesopotamica","ARTIODACTYLA","CERVIDAE","Dama","EN",0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,72500,"Herbivore_terrestrial","Dama mesopotamica","Herbivore_terrestrial",72500,"Omnivore"
"751","Beatragus hunteri","ARTIODACTYLA","BOVIDAE","Beatragus","CR",0,2,2,0,0,0,0,0,2,1,2,0,0,0,0,0,80000,"Herbivore_terrestrial","Beatragus hunteri","Herbivore_terrestrial",80000,"Herbivore"
"752","Damaliscus lunatus","ARTIODACTYLA","BOVIDAE","Damaliscus","LC",0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,136000.3,"Herbivore_terrestrial","Damaliscus lunatus","Herbivore_terrestrial",136000.3,"Herbivore"
"753","Dasyuroides byrnei","DASYUROMORPHIA","DASYURIDAE","Dasyuroides","VU",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,103.8,"Vertivore","Dasyuroides byrnei","Vertivore",103.8,"Vertivore"
"754","Dasycercus cristicauda","DASYUROMORPHIA","DASYURIDAE","Dasycercus","NT",0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,100,"Vertivore","Dasycercus cristicauda","Vertivore",100,"Vertivore"
"755","Dasycercus blythi","DASYUROMORPHIA","DASYURIDAE","Dasycercus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.8,"Omnivore","Dasycercus blythi","Omnivore",83.8,"Omnivore"
"756","Dasymys foxi","RODENTIA","MURIDAE","Dasymys","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.6,"Herbivore_terrestrial","Dasymys foxi","Herbivore_terrestrial",116.6,"Herbivore"
"757","Dasymys incomtus","RODENTIA","MURIDAE","Dasymys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.2,"Herbivore_terrestrial","Dasymys incomtus","Herbivore_terrestrial",90.2,"Herbivore"
"758","Dasymys montanus","RODENTIA","MURIDAE","Dasymys","EN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,"Herbivore_terrestrial","Dasymys montanus","Herbivore_terrestrial",82,"Herbivore"
"759","Dasymys nudipes","RODENTIA","MURIDAE","Dasymys","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.4,"Herbivore_terrestrial","Dasymys nudipes","Herbivore_terrestrial",109.4,"Herbivore"
"760","Dasymys rufulus","RODENTIA","MURIDAE","Dasymys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88.3,"Herbivore_terrestrial","Dasymys rufulus","Herbivore_terrestrial",88.3,"Herbivore"
"761","Dasyprocta azarae","RODENTIA","DASYPROCTIDAE","Dasyprocta","DD",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2310,"Herbivore_terrestrial","Dasyprocta azarae","Herbivore_terrestrial",2310,"Herbivore"
"762","Dasyprocta coibae","RODENTIA","DASYPROCTIDAE","Dasyprocta","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195.5,"Herbivore_terrestrial","Dasyprocta coibae","Herbivore_terrestrial",2195.5,"Herbivore"
"763","Dasyprocta fuliginosa","RODENTIA","DASYPROCTIDAE","Dasyprocta","LC",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3500,"Herbivore_terrestrial","Dasyprocta fuliginosa","Herbivore_terrestrial",3500,"Herbivore"
"764","Dasyprocta guamara","RODENTIA","DASYPROCTIDAE","Dasyprocta","NT",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2650,"Herbivore_terrestrial","Dasyprocta guamara","Herbivore_terrestrial",2650,"Herbivore"
"765","Dasyprocta kalinowskii","RODENTIA","DASYPROCTIDAE","Dasyprocta","DD",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2650,"Herbivore_terrestrial","Dasyprocta kalinowskii","Herbivore_terrestrial",2650,"Herbivore"
"766","Dasyprocta mexicana","RODENTIA","DASYPROCTIDAE","Dasyprocta","CR",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5000,"Herbivore_terrestrial","Dasyprocta mexicana","Herbivore_terrestrial",5000,"Herbivore"
"767","Dasyprocta prymnolopha","RODENTIA","DASYPROCTIDAE","Dasyprocta","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900,"Herbivore_terrestrial","Dasyprocta prymnolopha","Herbivore_terrestrial",2900,"Herbivore"
"768","Dasyprocta ruatanica","RODENTIA","DASYPROCTIDAE","Dasyprocta","EN",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1659.9,"Herbivore_terrestrial","Dasyprocta ruatanica","Herbivore_terrestrial",1659.9,"Herbivore"
"769","Dasypus hybridus","CINGULATA","DASYPODIDAE","Dasypus","NT",0,0,0,1,0,0,0,0,2,2,0,0,2,0,0,0,1500,"Invertivore","Dasypus hybridus","Invertivore",1500,"Invertivore"
"770","Dasypus kappleri","CINGULATA","DASYPODIDAE","Dasypus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500,"Invertivore","Dasypus kappleri","Invertivore",9500,"Invertivore"
"771","Dasypus novemcinctus","CINGULATA","DASYPODIDAE","Dasypus","LC",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4203.8,"Invertivore","Dasypus novemcinctus","Invertivore",4203.8,"Invertivore"
"772","Dasypus pilosus","CINGULATA","DASYPODIDAE","Dasypus","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4445,"Invertivore","Dasypus pilosus","Invertivore",4445,"Invertivore"
"773","Dasypus sabanicola","CINGULATA","DASYPODIDAE","Dasypus","NT",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1150,"Invertivore","Dasypus sabanicola","Invertivore",1150,"Invertivore"
"774","Dasypus septemcinctus","CINGULATA","DASYPODIDAE","Dasypus","LC",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1526.7,"Invertivore","Dasypus septemcinctus","Invertivore",1526.7,"Invertivore"
"775","Dasyurus geoffroii","DASYUROMORPHIA","DASYURIDAE","Dasyurus","NT",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1100,"Invertivore","Dasyurus geoffroii","Invertivore",1100,"Invertivore"
"776","Dasyurus hallucatus","DASYUROMORPHIA","DASYURIDAE","Dasyurus","EN",0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,525,"Omnivore","Dasyurus hallucatus","Omnivore",525,"Omnivore"
"777","Dasyurus viverrinus","DASYUROMORPHIA","DASYURIDAE","Dasyurus","EN",0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1090,"Invertivore","Dasyurus viverrinus","Invertivore",1090,"Invertivore"
"778","Dasyurus albopunctatus","DASYUROMORPHIA","DASYURIDAE","Dasyurus","NT",0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,637,"Invertivore","Dasyurus albopunctatus","Invertivore",637,"Invertivore"
"779","Dasyurus maculatus","DASYUROMORPHIA","DASYURIDAE","Dasyurus","NT",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,5500,"Vertivore","Dasyurus maculatus","Vertivore",5500,"Vertivore"
"780","Dasyurus spartacus","DASYUROMORPHIA","DASYURIDAE","Dasyurus","NT",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1212.6,"Invertivore","Dasyurus spartacus","Invertivore",1212.6,"Invertivore"
"781","Daubentonia madagascariensis","PRIMATES","DAUBENTONIIDAE","Daubentonia","EN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,"Herbivore_terrestrial","Daubentonia madagascariensis","Herbivore_terrestrial",2500,"FruitNectSeed"
"782","Delanymys brooksi","RODENTIA","NESOMYIDAE","Delanymys","VU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"Herbivore_terrestrial","Delanymys brooksi","Herbivore_terrestrial",5,"FruitNectSeed"
"783","Delomys dorsalis","RODENTIA","CRICETIDAE","Delomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.5,"Herbivore_terrestrial","Delomys dorsalis","Herbivore_terrestrial",67.5,"FruitNectSeed"
"784","Delomys sublineatus","RODENTIA","CRICETIDAE","Delomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,"Herbivore_terrestrial","Delomys sublineatus","Herbivore_terrestrial",90,"FruitNectSeed"
"785","Delphinapterus leucas","ARTIODACTYLA","MONODONTIDAE","Delphinapterus","LC",0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1360000,"Aquatic_predator","Delphinapterus leucas","Aquatic_predator",1360000,"Aquatic_predator"
"786","Dendrogale melanura","SCANDENTIA","TUPAIIDAE","Dendrogale","DD",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,60,"Invertivore","Dendrogale melanura","Invertivore",60,"Invertivore"
"787","Dendrohyrax arboreus","HYRACOIDEA","PROCAVIIDAE","Dendrohyrax","LC",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2950,"Herbivore_terrestrial","Dendrohyrax arboreus","Herbivore_terrestrial",2950,"Herbivore"
"788","Dendrohyrax dorsalis","HYRACOIDEA","PROCAVIIDAE","Dendrohyrax","LC",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3175,"Herbivore_terrestrial","Dendrohyrax dorsalis","Herbivore_terrestrial",3175,"Herbivore"
"789","Dendrolagus bennettianus","DIPROTODONTIA","MACROPODIDAE","Dendrolagus","NT",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10950,"Herbivore_terrestrial","Dendrolagus bennettianus","Herbivore_terrestrial",10950,"Herbivore"
"790","Dendrolagus dorianus","DIPROTODONTIA","MACROPODIDAE","Dendrolagus","VU",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10068.3,"Herbivore_terrestrial","Dendrolagus dorianus","Herbivore_terrestrial",10068.3,"Herbivore"
"791","Dendrolagus goodfellowi","DIPROTODONTIA","MACROPODIDAE","Dendrolagus","EN",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,8025,"Herbivore_terrestrial","Dendrolagus goodfellowi","Herbivore_terrestrial",8025,"Herbivore"
"792","Dendrolagus inustus","DIPROTODONTIA","MACROPODIDAE","Dendrolagus","VU",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13031.3,"Herbivore_terrestrial","Dendrolagus inustus","Herbivore_terrestrial",13031.3,"Herbivore"
"793","Dendrolagus lumholtzi","DIPROTODONTIA","MACROPODIDAE","Dendrolagus","NT",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6750,"Herbivore_terrestrial","Dendrolagus lumholtzi","Herbivore_terrestrial",6750,"Herbivore"
"794","Dendrolagus matschiei","DIPROTODONTIA","MACROPODIDAE","Dendrolagus","EN",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,6960,"Herbivore_terrestrial","Dendrolagus matschiei","Herbivore_terrestrial",6960,"Herbivore"
"795","Dendrolagus ursinus","DIPROTODONTIA","MACROPODIDAE","Dendrolagus","VU",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,13250,"Herbivore_terrestrial","Dendrolagus ursinus","Herbivore_terrestrial",13250,"Herbivore"
"796","Dendrolagus scottae","DIPROTODONTIA","MACROPODIDAE","Dendrolagus","CR",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,10375,"Herbivore_terrestrial","Dendrolagus scottae","Herbivore_terrestrial",10375,"Herbivore"
"797","Dendrolagus spadix","DIPROTODONTIA","MACROPODIDAE","Dendrolagus","VU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9100,"Herbivore_terrestrial","Dendrolagus spadix","Herbivore_terrestrial",9100,"Herbivore"
"798","Dendrolagus mbaiso","DIPROTODONTIA","MACROPODIDAE","Dendrolagus","EN",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,8750,"Herbivore_terrestrial","Dendrolagus mbaiso","Herbivore_terrestrial",8750,"Herbivore"
"799","Dendromus kahuziensis","RODENTIA","NESOMYIDAE","Dendromus","CR",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,"Omnivore","Dendromus kahuziensis","Omnivore",12,"Omnivore"
"800","Dendromus insignis","RODENTIA","NESOMYIDAE","Dendromus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,"Omnivore","Dendromus insignis","Omnivore",11.1,"Omnivore"
"801","Dendromus kivu","RODENTIA","NESOMYIDAE","Dendromus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"Herbivore_terrestrial","Dendromus kivu","Herbivore_terrestrial",11,"Omnivore"
"802","Dendromus lovati","RODENTIA","NESOMYIDAE","Dendromus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"Omnivore","Dendromus lovati","Omnivore",12,"Omnivore"
"803","Dendromus melanotis","RODENTIA","NESOMYIDAE","Dendromus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,"Omnivore","Dendromus melanotis","Omnivore",9.1,"Omnivore"
"804","Dendromus mesomelas","RODENTIA","NESOMYIDAE","Dendromus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,"Omnivore","Dendromus mesomelas","Omnivore",11.1,"Omnivore"
"805","Dendromus messorius","RODENTIA","NESOMYIDAE","Dendromus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6,"Omnivore","Dendromus messorius","Omnivore",14.6,"Omnivore"
"806","Dendromus mystacalis","RODENTIA","NESOMYIDAE","Dendromus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,"Omnivore","Dendromus mystacalis","Omnivore",7.7,"Omnivore"
"807","Dendromus nyikae","RODENTIA","NESOMYIDAE","Dendromus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"Omnivore","Dendromus nyikae","Omnivore",15,"Omnivore"
"808","Dendromus oreas","RODENTIA","NESOMYIDAE","Dendromus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,"Omnivore","Dendromus oreas","Omnivore",10.7,"Omnivore"
"809","Dendromus vernayi","RODENTIA","NESOMYIDAE","Dendromus","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,"Omnivore","Dendromus vernayi","Omnivore",11.5,"Omnivore"
"810","Dendroprionomys rousseloti","RODENTIA","NESOMYIDAE","Dendroprionomys","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"Invertivore","Dendroprionomys rousseloti","Invertivore",15,"Invertivore"
"811","Deomys ferrugineus","RODENTIA","MURIDAE","Deomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,"Aquatic_predator","Deomys ferrugineus","Aquatic_predator",62,"Aquatic_predator"
"812","Dephomys defua","RODENTIA","MURIDAE","Dephomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1,"Herbivore_terrestrial","Dephomys defua","Herbivore_terrestrial",43.1,"FruitNectSeed"
"813","Desmana moschata","EULIPOTYPHLA","TALPIDAE","Desmana","CR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,"Aquatic_predator","Desmana moschata","Aquatic_predator",383,"Aquatic_predator"
"814","Desmodilliscus braueri","RODENTIA","MURIDAE","Desmodilliscus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"Herbivore_terrestrial","Desmodilliscus braueri","Herbivore_terrestrial",10,"FruitNectSeed"
"815","Desmodillus auricularis","RODENTIA","MURIDAE","Desmodillus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.3,"Herbivore_terrestrial","Desmodillus auricularis","Herbivore_terrestrial",53.3,"FruitNectSeed"
"816","Desmodus rotundus","CHIROPTERA","PHYLLOSTOMIDAE","Desmodus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.2,"Vertivore","Desmodus rotundus","Vertivore",31.2,"Vertivore"
"817","Desmomys harringtoni","RODENTIA","MURIDAE","Desmomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,"Herbivore_terrestrial","Desmomys harringtoni","Herbivore_terrestrial",90,"Herbivore"
"818","Diaemus youngii","CHIROPTERA","PHYLLOSTOMIDAE","Diaemus","LC",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36.3,"Vertivore","Diaemus youngii","Vertivore",36.3,"Vertivore"
"819","Dicerorhinus sumatrensis","PERISSODACTYLA","RHINOCEROTIDAE","Dicerorhinus","CR",0,2,0,1,0,1,1,1,2,0,0,2,0,0,0,3,1266667,"Herbivore_terrestrial","Dicerorhinus sumatrensis","Herbivore_terrestrial",1266667,"Herbivore"
"820","Diceros bicornis","PERISSODACTYLA","RHINOCEROTIDAE","Diceros","CR",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1180510.9,"Herbivore_terrestrial","Diceros bicornis","Herbivore_terrestrial",1180510.9,"Herbivore"
"821","Diclidurus albus","CHIROPTERA","EMBALLONURIDAE","Diclidurus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,"Invertivore","Diclidurus albus","Invertivore",15.6,"Invertivore"
"822","Diclidurus ingens","CHIROPTERA","EMBALLONURIDAE","Diclidurus","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,"Invertivore","Diclidurus ingens","Invertivore",123,"Invertivore"
"823","Diclidurus isabella","CHIROPTERA","EMBALLONURIDAE","Diclidurus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"Invertivore","Diclidurus isabella","Invertivore",14,"Invertivore"
"824","Diclidurus scutatus","CHIROPTERA","EMBALLONURIDAE","Diclidurus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,"Invertivore","Diclidurus scutatus","Invertivore",13.3,"Invertivore"
"825","Dicrostonyx nunatakensis","RODENTIA","CRICETIDAE","Dicrostonyx","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.1,"Herbivore_terrestrial","Dicrostonyx nunatakensis","Herbivore_terrestrial",58.1,"Herbivore"
"826","Dicrostonyx torquatus","RODENTIA","CRICETIDAE","Dicrostonyx","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,"Herbivore_terrestrial","Dicrostonyx torquatus","Herbivore_terrestrial",85,"Herbivore"
"827","Dicrostonyx vinogradovi","RODENTIA","CRICETIDAE","Dicrostonyx","DD",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.7,"Herbivore_terrestrial","Dicrostonyx vinogradovi","Herbivore_terrestrial",57.7,"Herbivore"
"828","Dinaromys bogdanovi","RODENTIA","CRICETIDAE","Dinaromys","VU",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56,"Herbivore_terrestrial","Dinaromys bogdanovi","Herbivore_terrestrial",56,"Herbivore"
"829","Dinomys branickii","RODENTIA","DINOMYIDAE","Dinomys","LC",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12500,"Herbivore_terrestrial","Dinomys branickii","Herbivore_terrestrial",12500,"Herbivore"
"830","Diomys crumpi","RODENTIA","MURIDAE","Diomys","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1,"Herbivore_terrestrial","Diomys crumpi","Herbivore_terrestrial",52.1,"Herbivore"
"831","Diphylla ecaudata","CHIROPTERA","PHYLLOSTOMIDAE","Diphylla","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,"Vertivore","Diphylla ecaudata","Vertivore",29.3,"Vertivore"
"832","Diplogale hosei","CARNIVORA","VIVERRIDAE","Diplogale","VU",0,1,0,1,1,0,0,0,2,0,0,2,1,1,0,0,1300,"Invertivore","Diplogale hosei","Invertivore",1300,"Invertivore"
"833","Diplomys caniceps","RODENTIA","ECHIMYIDAE","Diplomys","DD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.5,"Herbivore_terrestrial","Diplomys caniceps","Herbivore_terrestrial",394.5,"FruitNectSeed"
"834","Diplomys labilis","RODENTIA","ECHIMYIDAE","Diplomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.5,"Herbivore_terrestrial","Diplomys labilis","Herbivore_terrestrial",227.5,"FruitNectSeed"
"835","Santamartamys rufodorsalis","RODENTIA","ECHIMYIDAE","Santamartamys","CR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.8,"Herbivore_terrestrial","Santamartamys rufodorsalis","Herbivore_terrestrial",144.8,"Omnivore"
"836","Diplothrix legata","RODENTIA","MURIDAE","Diplothrix","EN",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,505.9,"Herbivore_terrestrial","Diplothrix legata","Herbivore_terrestrial",505.9,"Herbivore"
"837","Dipodomys elator","RODENTIA","HETEROMYIDAE","Dipodomys","VU",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,77.5,"Herbivore_terrestrial","Dipodomys elator","Herbivore_terrestrial",77.5,"FruitNectSeed"
"838","Dipodomys gravipes","RODENTIA","HETEROMYIDAE","Dipodomys","CR",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84,"Herbivore_terrestrial","Dipodomys gravipes","Herbivore_terrestrial",84,"FruitNectSeed"
"839","Dipodomys ingens","RODENTIA","HETEROMYIDAE","Dipodomys","EN",0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,133.9,"Herbivore_terrestrial","Dipodomys ingens","Herbivore_terrestrial",133.9,"FruitNectSeed"
"840","Dipodomys stephensi","RODENTIA","HETEROMYIDAE","Dipodomys","VU",0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,69.8,"Herbivore_terrestrial","Dipodomys stephensi","Herbivore_terrestrial",69.8,"FruitNectSeed"
"841","Dipodomys nitratoides","RODENTIA","HETEROMYIDAE","Dipodomys","VU",0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,43.9,"Herbivore_terrestrial","Dipodomys nitratoides","Herbivore_terrestrial",43.9,"FruitNectSeed"
"842","Dipodomys agilis","RODENTIA","HETEROMYIDAE","Dipodomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.9,"Herbivore_terrestrial","Dipodomys agilis","Herbivore_terrestrial",57.9,"FruitNectSeed"
"843","Dipodomys compactus","RODENTIA","HETEROMYIDAE","Dipodomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.3,"Herbivore_terrestrial","Dipodomys compactus","Herbivore_terrestrial",49.3,"FruitNectSeed"
"844","Dipodomys deserti","RODENTIA","HETEROMYIDAE","Dipodomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.5,"Herbivore_terrestrial","Dipodomys deserti","Herbivore_terrestrial",104.5,"FruitNectSeed"
"845","Dipodomys nelsoni","RODENTIA","HETEROMYIDAE","Dipodomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.6,"Herbivore_terrestrial","Dipodomys nelsoni","Herbivore_terrestrial",88.6,"FruitNectSeed"
"846","Dipodomys ordii","RODENTIA","HETEROMYIDAE","Dipodomys","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.4,"Herbivore_terrestrial","Dipodomys ordii","Herbivore_terrestrial",60.4,"FruitNectSeed"
"847","Dipodomys spectabilis","RODENTIA","HETEROMYIDAE","Dipodomys","NT",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,135.9,"Herbivore_terrestrial","Dipodomys spectabilis","Herbivore_terrestrial",135.9,"FruitNectSeed"
"848","Dipus sagitta","RODENTIA","DIPODIDAE","Dipus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.7,"Herbivore_terrestrial","Dipus sagitta","Herbivore_terrestrial",85.7,"Herbivore"
"849","Distoechurus pennatus","DIPROTODONTIA","ACROBATIDAE","Distoechurus","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.1,"Herbivore_terrestrial","Distoechurus pennatus","Herbivore_terrestrial",44.1,"FruitNectSeed"
"850","Dobsonia minor","CHIROPTERA","PTEROPODIDAE","Dobsonia","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.2,"Herbivore_terrestrial","Dobsonia minor","Herbivore_terrestrial",78.2,"FruitNectSeed"
"851","Dobsonia peronii","CHIROPTERA","PTEROPODIDAE","Dobsonia","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.9,"Herbivore_terrestrial","Dobsonia peronii","Herbivore_terrestrial",216.9,"FruitNectSeed"
"852","Dobsonia beauforti","CHIROPTERA","PTEROPODIDAE","Dobsonia","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,"Herbivore_terrestrial","Dobsonia beauforti","Herbivore_terrestrial",159,"FruitNectSeed"
"853","Dobsonia chapmani","CHIROPTERA","PTEROPODIDAE","Dobsonia","CR",0,0,0,2,0,0,0,0,3,0,0,2,2,0,0,2,134,"Herbivore_terrestrial","Dobsonia chapmani","Herbivore_terrestrial",134,"FruitNectSeed"
"854","Dobsonia emersa","CHIROPTERA","PTEROPODIDAE","Dobsonia","VU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.5,"Herbivore_terrestrial","Dobsonia emersa","Herbivore_terrestrial",195.5,"FruitNectSeed"
"855","Dobsonia exoleta","CHIROPTERA","PTEROPODIDAE","Dobsonia","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,"Herbivore_terrestrial","Dobsonia exoleta","Herbivore_terrestrial",249,"FruitNectSeed"
"856","Dobsonia pannietensis","CHIROPTERA","PTEROPODIDAE","Dobsonia","NT",0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,1,267.7,"Herbivore_terrestrial","Dobsonia pannietensis","Herbivore_terrestrial",267.7,"FruitNectSeed"
"857","Dobsonia praedatrix","CHIROPTERA","PTEROPODIDAE","Dobsonia","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.7,"Herbivore_terrestrial","Dobsonia praedatrix","Herbivore_terrestrial",188.7,"FruitNectSeed"
"858","Dobsonia inermis","CHIROPTERA","PTEROPODIDAE","Dobsonia","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.5,"Herbivore_terrestrial","Dobsonia inermis","Herbivore_terrestrial",149.5,"FruitNectSeed"
"859","Dobsonia viridis","CHIROPTERA","PTEROPODIDAE","Dobsonia","LC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,"Herbivore_terrestrial","Dobsonia viridis","Herbivore_terrestrial",238,"FruitNectSeed"
"860","Dolichotis patagonum","RODENTIA","CAVIIDAE","Dolichotis","NT",0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,8000,"Herbivore_terrestrial","Dolichotis patagonum","Herbivore_terrestrial",8000,"Herbivore"
