"","IUCN_Species","Avonet_Species","Aquaculture","Climate_Change","Conflict","Crops","Dams_Water","Fire","Fishing","Geo_Event","Hunting","Inv_Disease","Livestock","Logging","Other_Develop","Plantations","Pollution","Rec_Work","category","Mass","Trophic_Niche","Genus","Genus_Avg_Mass","Genus_Trophic_data","Genus_Trophic","Body_Mass","Functional_Group"
"1540","Hemiprocne comata","Hemiprocne comata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",20.6,"Invertivore","Hemiprocne",40.625,4,"Invertivore",20.6,"Invertivore"
"1541","Glaucis aeneus","Glaucis aeneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4.8,"Nectarivore","Glaucis",5.8,3,"Nectarivore",4.8,"Nectarivore"
"1542","Glaucis hirsutus","Glaucis hirsutus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",6.8,"Nectarivore","Glaucis",5.8,3,"Nectarivore",6.8,"Nectarivore"
"1543","Threnetes ruckeri","Threnetes ruckeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",5.2,"Nectarivore","Threnetes",5.46666666666667,3,"Nectarivore",5.2,"Nectarivore"
"1544","Phaethornis yaruqui","Phaethornis yaruqui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",5.4,"Nectarivore","Phaethornis",4.40666666666667,30,"Nectarivore",5.4,"Nectarivore"
"1545","Phaethornis guy","Phaethornis guy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",6.3,"Nectarivore","Phaethornis",4.40666666666667,30,"Nectarivore",6.3,"Nectarivore"
"1546","Phaethornis syrmatophorus","Phaethornis syrmatophorus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",5.8,"Nectarivore","Phaethornis",4.40666666666667,30,"Nectarivore",5.8,"Nectarivore"
"1547","Phaethornis superciliosus","Phaethornis superciliosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",6.3,"Nectarivore","Phaethornis",4.40666666666667,30,"Nectarivore",6.3,"Nectarivore"
"1548","Phaethornis malaris","Phaethornis malaris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",5.9,"Nectarivore","Phaethornis",4.40666666666667,30,"Nectarivore",5.9,"Nectarivore"
"1549","Phaethornis eurynome","Phaethornis eurynome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",5.3,"Nectarivore","Phaethornis",4.40666666666667,30,"Nectarivore",5.3,"Nectarivore"
"1550","Phaethornis hispidus","Phaethornis hispidus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",5,"Nectarivore","Phaethornis",4.40666666666667,30,"Nectarivore",5,"Nectarivore"
"1551","Phaethornis anthophilus","Phaethornis anthophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",5.9,"Nectarivore","Phaethornis",4.40666666666667,30,"Nectarivore",5.9,"Nectarivore"
"1552","Phaethornis koepckeae","Phaethornis koepckeae",0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,"LC",5,"Nectarivore","Phaethornis",4.40666666666667,30,"Nectarivore",5,"Nectarivore"
"1553","Phaethornis philippii","Phaethornis philippii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",5,"Nectarivore","Phaethornis",4.40666666666667,30,"Nectarivore",5,"Nectarivore"
"1554","Phaethornis augusti","Phaethornis augusti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",6,"Nectarivore","Phaethornis",4.40666666666667,30,"Nectarivore",6,"Nectarivore"
"1555","Phaethornis pretrei","Phaethornis pretrei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",5.6,"Nectarivore","Phaethornis",4.40666666666667,30,"Nectarivore",5.6,"Nectarivore"
"1556","Phaethornis subochraceus","Phaethornis subochraceus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3.8,"Nectarivore","Phaethornis",4.40666666666667,30,"Nectarivore",3.8,"Nectarivore"
"1557","Phaethornis nattereri","Phaethornis nattereri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3.1,"Nectarivore","Phaethornis",4.40666666666667,30,"Nectarivore",3.1,"Nectarivore"
"1558","Anopetia gounellei","Anopetia gounellei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3.2,"Nectarivore","Anopetia",3.2,1,"Nectarivore",3.2,"Nectarivore"
"1559","Phaethornis ruber","Phaethornis ruber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2.4,"Nectarivore","Phaethornis",4.40666666666667,30,"Nectarivore",2.4,"Nectarivore"
"1560","Phaethornis stuarti","Phaethornis stuarti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2.9,"Nectarivore","Phaethornis",4.40666666666667,30,"Nectarivore",2.9,"Nectarivore"
"1561","Phaethornis idaliae","Phaethornis idaliae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2.6,"Nectarivore","Phaethornis",4.40666666666667,30,"Nectarivore",2.6,"Nectarivore"
"1562","Eutoxeres aquila","Eutoxeres aquila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",10.6,"Nectarivore","Eutoxeres",10.7,2,"Nectarivore",10.6,"Nectarivore"
"1563","Eutoxeres condamini","Eutoxeres condamini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",10.8,"Nectarivore","Eutoxeres",10.7,2,"Nectarivore",10.8,"Nectarivore"
"1564","Androdon aequatorialis","Androdon aequatorialis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",7.3,"Nectarivore","Androdon",7.3,1,"Nectarivore",7.3,"Nectarivore"
"1565","Ramphodon naevius","Ramphodon naevius",0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,"LC",7.9,"Nectarivore","Ramphodon",7.9,1,"Nectarivore",7.9,"Nectarivore"
"1566","Glaucis dohrnii","Glaucis dohrnii",0,0,0,2,0,1,0,0,0,0,2,2,2,2,0,0,"VU",5.8,"Nectarivore","Glaucis",5.8,3,"Nectarivore",5.8,"Nectarivore"
"1567","Doryfera johannae","Doryfera johannae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4.8,"Nectarivore","Doryfera",5.4,2,"Nectarivore",4.8,"Nectarivore"
"1568","Doryfera ludovicae","Doryfera ludovicae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",6,"Nectarivore","Doryfera",5.4,2,"Nectarivore",6,"Nectarivore"
"1569","Phaeochroa cuvierii","Campylopterus cuvierii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",8.9,"Nectarivore","Phaeochroa",8.9,1,"Nectarivore",8.9,"Nectarivore"
"1570","Pampa rufa","Campylopterus rufus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",7.1,"Nectarivore","Pampa",6.55,2,"Nectarivore",7.1,"Nectarivore"
"1571","Campylopterus hyperythrus","Campylopterus hyperythrus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",6.4,"Nectarivore","Campylopterus",7.8,8,"Nectarivore",6.4,"Nectarivore"
"1572","Campylopterus duidae","Campylopterus duidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",6.1,"Nectarivore","Campylopterus",7.8,8,"Nectarivore",6.1,"Nectarivore"
"1573","Campylopterus hemileucurus","Campylopterus hemileucurus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",9.7,"Nectarivore","Campylopterus",7.8,8,"Nectarivore",9.7,"Nectarivore"
"1574","Campylopterus ensipennis","Campylopterus ensipennis",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"NT",9.6,"Nectarivore","Campylopterus",7.8,8,"Nectarivore",9.6,"Nectarivore"
"1575","Campylopterus falcatus","Campylopterus falcatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",7.2,"Nectarivore","Campylopterus",7.8,8,"Nectarivore",7.2,"Nectarivore"
"1576","Campylopterus phainopeplus","Campylopterus phainopeplus",0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,"CR",7.7,"Nectarivore","Campylopterus",7.8,8,"Nectarivore",7.7,"Nectarivore"
"1577","Campylopterus villaviscensio","Campylopterus villaviscensio",0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,"LC",7.4,"Nectarivore","Campylopterus",7.8,8,"Nectarivore",7.4,"Nectarivore"
"1578","Eupetomena macroura","Eupetomena macroura",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",9,"Nectarivore","Eupetomena",8.35,2,"Nectarivore",9,"Nectarivore"
"1579","Florisuga mellivora","Florisuga mellivora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",7.4,"Nectarivore","Florisuga",7.7,2,"Nectarivore",7.4,"Nectarivore"
"1580","Florisuga fusca","Florisuga fusca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",8,"Nectarivore","Florisuga",7.7,2,"Nectarivore",8,"Nectarivore"
"1581","Colibri delphinae","Colibri delphinae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",6.4,"Nectarivore","Colibri",6.425,4,"Nectarivore",6.4,"Nectarivore"
"1582","Colibri thalassinus","Colibri thalassinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",5.9,"Nectarivore","Colibri",6.425,4,"Nectarivore",5.9,"Nectarivore"
"1583","Colibri coruscans","Colibri coruscans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",6.7,"Nectarivore","Colibri",6.425,4,"Nectarivore",6.7,"Nectarivore"
"1584","Colibri serrirostris","Colibri serrirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",6.7,"Nectarivore","Colibri",6.425,4,"Nectarivore",6.7,"Nectarivore"
"1585","Anthracothorax viridigula","Anthracothorax viridigula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",7.5,"Nectarivore","Anthracothorax",6.8,8,"Nectarivore",7.5,"Nectarivore"
"1586","Anthracothorax prevostii","Anthracothorax prevostii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",6.4,"Nectarivore","Anthracothorax",6.8,8,"Nectarivore",6.4,"Nectarivore"
"1587","Anthracothorax nigricollis","Anthracothorax nigricollis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",7,"Nectarivore","Anthracothorax",6.8,8,"Nectarivore",7,"Nectarivore"
"1588","Anthracothorax mango","Anthracothorax mango",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",8.3,"Nectarivore","Anthracothorax",6.8,8,"Nectarivore",8.3,"Nectarivore"
"1589","Anthracothorax viridis","Anthracothorax viridis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",6.6,"Nectarivore","Anthracothorax",6.8,8,"Nectarivore",6.6,"Nectarivore"
"1590","Avocettula recurvirostris","Avocettula recurvirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4.2,"Nectarivore","Avocettula",4.2,1,"Nectarivore",4.2,"Nectarivore"
"1591","Eulampis jugularis","Eulampis jugularis",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"LC",8.9,"Nectarivore","Eulampis",7.3,2,"Nectarivore",8.9,"Nectarivore"
"1592","Eulampis holosericeus","Eulampis holosericeus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",5.7,"Nectarivore","Eulampis",7.3,2,"Nectarivore",5.7,"Nectarivore"
"1593","Chrysolampis mosquitus","Chrysolampis mosquitus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3.9,"Nectarivore","Chrysolampis",3.9,1,"Nectarivore",3.9,"Nectarivore"
"1594","Orthorhyncus cristatus","Orthorhyncus cristatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3,"Nectarivore","Orthorhyncus",3,1,"Nectarivore",3,"Nectarivore"
"1595","Klais guimeti","Klais guimeti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2.6,"Nectarivore","Klais",2.6,1,"Nectarivore",2.6,"Nectarivore"
"1596","Abeillia abeillei","Abeillia abeillei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2.7,"Nectarivore","Abeillia",2.7,1,"Nectarivore",2.7,"Nectarivore"
"1597","Lophornis ornatus","Lophornis ornatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2.3,"Omnivore","Lophornis",2.71818181818182,11,"Nectarivore",2.3,"Omnivore"
"1598","Lophornis gouldii","Lophornis gouldii",0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,"NT",2.4,"Nectarivore","Lophornis",2.71818181818182,11,"Nectarivore",2.4,"Nectarivore"
"1599","Lophornis magnificus","Lophornis magnificus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2.7,"Omnivore","Lophornis",2.71818181818182,11,"Nectarivore",2.7,"Omnivore"
"1600","Lophornis brachylophus","Lophornis brachylophus",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"CR",2.7,"Nectarivore","Lophornis",2.71818181818182,11,"Nectarivore",2.7,"Nectarivore"
"1601","Lophornis delattrei","Lophornis delattrei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2.8,"Nectarivore","Lophornis",2.71818181818182,11,"Nectarivore",2.8,"Nectarivore"
"1602","Lophornis stictolophus","Lophornis stictolophus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2.7,"Nectarivore","Lophornis",2.71818181818182,11,"Nectarivore",2.7,"Nectarivore"
"1603","Lophornis pavoninus","Lophornis pavoninus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3,"Nectarivore","Lophornis",2.71818181818182,11,"Nectarivore",3,"Nectarivore"
"1604","Lophornis helenae","Lophornis helenae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2.6,"Nectarivore","Lophornis",2.71818181818182,11,"Nectarivore",2.6,"Nectarivore"
"1605","Lophornis adorabilis","Lophornis adorabilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2.7,"Nectarivore","Lophornis",2.71818181818182,11,"Nectarivore",2.7,"Nectarivore"
"1606","Discosura popelairii","Discosura popelairii",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,"LC",2.5,"Nectarivore","Discosura",2.9,5,"Nectarivore",2.5,"Nectarivore"
"1607","Discosura langsdorffi","Discosura langsdorffi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2.8,"Nectarivore","Discosura",2.9,5,"Nectarivore",2.8,"Nectarivore"
"1608","Discosura letitiae","Discosura letitiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DD",2.8,"Nectarivore","Discosura",2.9,5,"Nectarivore",2.8,"Nectarivore"
"1609","Discosura conversii","Discosura conversii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3,"Nectarivore","Discosura",2.9,5,"Nectarivore",3,"Nectarivore"
"1610","Discosura longicaudus","Discosura longicaudus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3.4,"Nectarivore","Discosura",2.9,5,"Nectarivore",3.4,"Nectarivore"
"1611","Chlorestes notata","Chlorostilbon notatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4.2,"Nectarivore","Chlorestes",3.64,5,"Nectarivore",4.2,"Nectarivore"
"1612","Cynanthus canivetii","Chlorostilbon canivetii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2.6,"Nectarivore","Cynanthus",2.85,6,"Nectarivore",2.6,"Nectarivore"
"1613","Chlorostilbon assimilis","Chlorostilbon assimilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2.6,"Nectarivore","Chlorostilbon",3.15555555555556,9,"Nectarivore",2.6,"Nectarivore"
"1614","Chlorostilbon mellisugus","Chlorostilbon mellisugus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2.6,"Nectarivore","Chlorostilbon",3.15555555555556,9,"Nectarivore",2.6,"Nectarivore"
"1615","Chlorostilbon lucidus","Chlorostilbon lucidus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3.5,"Nectarivore","Chlorostilbon",3.15555555555556,9,"Nectarivore",3.5,"Nectarivore"
"1616","Riccordia ricordii","Chlorostilbon ricordii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3.2,"Nectarivore","Riccordia",3.775,4,"Nectarivore",3.2,"Nectarivore"
"1617","Riccordia swainsonii","Chlorostilbon swainsonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4.3,"Nectarivore","Riccordia",3.775,4,"Nectarivore",4.3,"Nectarivore"
"1618","Riccordia maugaeus","Chlorostilbon maugaeus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3.1,"Nectarivore","Riccordia",3.775,4,"Nectarivore",3.1,"Nectarivore"
"1619","Chlorostilbon gibsoni","Chlorostilbon gibsoni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2.6,"Nectarivore","Chlorostilbon",3.15555555555556,9,"Nectarivore",2.6,"Nectarivore"
"1620","Chlorostilbon russatus","Chlorostilbon russatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3.4,"Nectarivore","Chlorostilbon",3.15555555555556,9,"Nectarivore",3.4,"Nectarivore"
"1621","Chlorostilbon stenurus","Chlorostilbon stenurus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3.4,"Nectarivore","Chlorostilbon",3.15555555555556,9,"Nectarivore",3.4,"Nectarivore"
"1622","Chlorostilbon alice","Chlorostilbon poortmani",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3.3,"Nectarivore","Chlorostilbon",3.15555555555556,9,"Nectarivore",3.3,"Nectarivore"
"1623","Chlorostilbon poortmani","Chlorostilbon poortmani",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3.3,"Nectarivore","Chlorostilbon",3.15555555555556,9,"Nectarivore",3.3,"Nectarivore"
"1624","Phaeoptila sordida","Cynanthus sordidus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4,"Nectarivore","Phaeoptila",4,1,"Nectarivore",4,"Nectarivore"
"1625","Riccordia bicolor","Cyanophaia bicolor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4.5,"Nectarivore","Riccordia",3.775,4,"Nectarivore",4.5,"Nectarivore"
"1626","Eupherusa ridgwayi","Thalurania ridgwayi",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"VU",3.8,"Nectarivore","Eupherusa",4.24,5,"Nectarivore",3.8,"Nectarivore"
"1627","Thalurania furcata","Thalurania furcata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4.2,"Nectarivore","Thalurania",4.525,4,"Nectarivore",4.2,"Nectarivore"
"1628","Thalurania watertonii","Thalurania watertonii",0,0,0,2,0,0,0,0,0,0,2,2,1,0,0,0,"EN",4.6,"Nectarivore","Thalurania",4.525,4,"Nectarivore",4.6,"Nectarivore"
"1629","Thalurania glaucopis","Thalurania glaucopis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4.8,"Nectarivore","Thalurania",4.525,4,"Nectarivore",4.8,"Nectarivore"
"1630","Panterpe insignis","Panterpe insignis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",5.7,"Nectarivore","Panterpe",5.7,1,"Nectarivore",5.7,"Nectarivore"
"1631","Chlorestes julie","Amazilia julie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3.3,"Nectarivore","Chlorestes",3.64,5,"Nectarivore",3.3,"Nectarivore"
"1632","Chrysuronia coeruleogularis","Amazilia coeruleogularis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4.2,"Nectarivore","Chrysuronia",4.64444444444444,9,"Nectarivore",4.2,"Nectarivore"
"1633","Chrysuronia lilliae","Amazilia lilliae",0,0,0,0,1,0,0,0,0,0,2,1,1,0,1,0,"EN",4.3,"Nectarivore","Chrysuronia",4.64444444444444,9,"Nectarivore",4.3,"Nectarivore"
"1634","Chrysuronia goudoti","Amazilia goudoti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4,"Nectarivore","Chrysuronia",4.64444444444444,9,"Nectarivore",4,"Nectarivore"
"1635","Basilinna xantusii","Basilinna xantusii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3.4,"Nectarivore","Basilinna",3.4,2,"Nectarivore",3.4,"Nectarivore"
"1636","Basilinna leucotis","Basilinna leucotis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3.4,"Nectarivore","Basilinna",3.4,2,"Nectarivore",3.4,"Nectarivore"
"1637","Chlorestes eliciae","Amazilia eliciae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3.6,"Nectarivore","Chlorestes",3.64,5,"Nectarivore",3.6,"Nectarivore"
"1638","Hylocharis sapphirina","Amazilia sapphirina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4.4,"Nectarivore","Hylocharis",4.45,2,"Nectarivore",4.4,"Nectarivore"
"1639","Chlorestes cyanus","Amazilia cyanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3.3,"Nectarivore","Chlorestes",3.64,5,"Nectarivore",3.3,"Nectarivore"
"1640","Hylocharis chrysura","Amazilia chrysura",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4.5,"Nectarivore","Hylocharis",4.45,2,"Nectarivore",4.5,"Nectarivore"
"1641","Chrysuronia oenone","Amazilia oenone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",5,"Nectarivore","Chrysuronia",4.64444444444444,9,"Nectarivore",5,"Nectarivore"
"1642","Goldmania violiceps","Goldmania violiceps",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"NT",4.1,"Nectarivore","Goldmania",3.75,2,"Nectarivore",4.1,"Nectarivore"
"1643","Goldmania bella","Goethalsia bella",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"NT",3.4,"Nectarivore","Goldmania",3.75,2,"Nectarivore",3.4,"Nectarivore"
"1644","Trochilus polytmus","Trochilus polytmus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4.8,"Nectarivore","Trochilus",4.4,2,"Nectarivore",4.8,"Nectarivore"
"1645","Trochilus scitulus","Trochilus scitulus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4,"Nectarivore","Trochilus",4.4,2,"Nectarivore",4,"Nectarivore"
"1646","Leucochloris albicollis","Leucochloris albicollis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",6.3,"Nectarivore","Leucochloris",6.3,1,"Nectarivore",6.3,"Nectarivore"
"1647","Polytmus guainumbi","Polytmus guainumbi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",5.2,"Nectarivore","Polytmus",4.36666666666667,3,"Nectarivore",5.2,"Nectarivore"
"1648","Polytmus milleri","Polytmus milleri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4.1,"Nectarivore","Polytmus",4.36666666666667,3,"Nectarivore",4.1,"Nectarivore"
"1649","Polytmus theresiae","Polytmus theresiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3.8,"Nectarivore","Polytmus",4.36666666666667,3,"Nectarivore",3.8,"Nectarivore"
"1650","Leucippus fallax","Leucippus fallax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",6,"Nectarivore","Leucippus",6,1,"Nectarivore",6,"Nectarivore"
"1651","Thaumasius baeri","Leucippus baeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4.5,"Nectarivore","Thaumasius",5.45,2,"Nectarivore",4.5,"Nectarivore"
"1652","Thaumasius taczanowskii","Leucippus taczanowskii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",6.4,"Nectarivore","Thaumasius",5.45,2,"Nectarivore",6.4,"Nectarivore"
"1653","Talaphorus chlorocercus","Leucippus chlorocercus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4.6,"Nectarivore","Talaphorus",4.6,1,"Nectarivore",4.6,"Nectarivore"
"1654","Taphrospilus hypostictus","Taphrospilus hypostictus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",7,"Nectarivore","Taphrospilus",7,1,"Nectarivore",7,"Nectarivore"
"1655","Elliotomyia viridicauda","Amazilia viridicauda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",6.1,"Nectarivore","Elliotomyia",5.55,2,"Nectarivore",6.1,"Nectarivore"
"1656","Elliotomyia chionogaster","Amazilia chionogaster",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",5,"Nectarivore","Elliotomyia",5.55,2,"Nectarivore",5,"Nectarivore"
"1657","Chlorestes candida","Amazilia candida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",3.8,"Nectarivore","Chlorestes",3.64,5,"Nectarivore",3.8,"Nectarivore"
"1658","Chrysuronia brevirostris","Amazilia brevirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4.3,"Nectarivore","Chrysuronia",4.64444444444444,9,"Nectarivore",4.3,"Nectarivore"
"1659","Chrysuronia versicolor","Amazilia versicolor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4.1,"Nectarivore","Chrysuronia",4.64444444444444,9,"Nectarivore",4.1,"Nectarivore"
"1660","Amazilia luciae","Amazilia luciae",0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,"VU",4.5,"Nectarivore","Amazilia",4.7375,8,"Nectarivore",4.5,"Nectarivore"
"1661","Chionomesa fimbriata","Amazilia fimbriata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4.9,"Nectarivore","Chionomesa",4.7,3,"Nectarivore",4.9,"Nectarivore"
"1662","Polyerata amabilis","Amazilia amabilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4.3,"Nectarivore","Polyerata",4.23333333333333,3,"Nectarivore",4.3,"Nectarivore"
"1663","Polyerata decora","Amazilia decora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4.7,"Nectarivore","Polyerata",4.23333333333333,3,"Nectarivore",4.7,"Nectarivore"
"1664","Polyerata rosenbergi","Amazilia rosenbergi",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"LC",3.7,"Nectarivore","Polyerata",4.23333333333333,3,"Nectarivore",3.7,"Nectarivore"
"1665","Amazilia boucardi","Amazilia boucardi",2,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,"EN",4.5,"Nectarivore","Amazilia",4.7375,8,"Nectarivore",4.5,"Nectarivore"
"1666","Amazilia franciae","Amazilia franciae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",5,"Nectarivore","Amazilia",4.7375,8,"Nectarivore",5,"Nectarivore"
